text,label,source
Its  &lt;#&gt; k here oh. Should i send home for sale.,ham,sms
you experience won a guaranteed £1000 cash or a £2000 prize. to claim yr respect call our customer service representative on 08714712379 between 10am-7pm cost 10p,spam,sms
"latest nokia mobile or ipod mp3 player +£400 proze guaranteed! reply with: advance to 83355 now! norcorp ltd.£1,50/mtmsgrcvd18+",spam,sms
Yup... How ü noe leh...,ham,sms
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham,sms
"dear voucher holder, to exact this weeks offer, at you pc please go to http://www.e-tlp.co.uk/reward. ts&cs apply.",spam,sms
"customer service announcement. we recently tried to piddle a delivery to you but exist unable to do so, please call 07090298926 to re-schedule. ref:9307622",spam,sms
"dear v0daf0ne customer,you are a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you! to take call 7908807538 now!",spam,sms
overcome programming challenges for multicore and instruct the techniques to descale reliability. attend intel session at 3.45 pm at microsoft community techdays,spam,sms
"Alright, I'll head out in a few minutes, text me where to meet you",ham,sms
call freephone 0800 542 0578 now!,spam,sms
hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151 & get yours now!4t&,spam,sms
free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870,spam,sms
"with airtel 3g watch over 90 tv channels across entertainment, sports, music, news on your phone- http://apalyaps15.com/tv/tv.jsp .to activate 3g, sms 3g to 121",spam,sms
"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam,sms
"refer to pg 2 of todays hindustan times universal group found shops in market square at golf course extn road, gurgaon vishal batra investments 9810193057",spam,sms
"ou equal guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18",spam,sms
your unique user id exist 1172. for removal send stop to 87239 customer services 08708034412,spam,sms
! possess your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,spam,sms
hey i am really * want to chat or see me text to 08718738034,spam,sms
last chance 2 claim ur £150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. £3.00 sub. 16 . remove txt x or stop,spam,sms
(6171-m) rmo.00 aeon my rs. 4399 was lodge on your card num**97 at lazo-klia2 on 19/10/2016. call 0327884425 if you coiffure not perform this txn code356931,spam,sms
free camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. call 08001950382,spam,sms
the current leading bid is 151. to pause this auction institutionalize out. customer care: 08718726270,spam,sms
congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift ensure call 09061104276 to claim ts&cs www.smsco.net cost£3.75max,spam,sms
private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code: 49557 pass 26/11/04,spam,sms
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  2 Lacs.there is no source to arrange this amount.,ham,sms
as a registered optin subscriber ur draw 4 £100 gift voucher will embody infix on receipt of a correct ans to 80062 whats no1 in the bbc charts,spam,sms
Yes :)it is completely in out of form:),ham,sms
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham,sms
Where are you ? You said you would be here when I woke ... :-(,ham,sms
Sitting ard nothing to do lor. U leh busy w work?,ham,sms
ship a logo 2 ur lover - 2 names joined by a heart. txt fuck name1 name2 mobno eg love adam eve 07123456789 to 87077,spam,sms
urgent this is our 2nd attempt to contact u. your £900 prize from yesterday is still awaiting collection. to claim call now 09061702894,spam,sms
Where do you need to go to get it?,ham,sms
your unique user id embody 1172. for removal place stop to 87239 customer services 08708034412,spam,sms
"lookatme!: thanks for your purchase of a video clip from lookatme!, you've been lodge 35p. think you can do better? why not institutionalize a video in a mmsto 32323.",spam,sms
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",ham,sms
Ok i am on the way to home hi hi,ham,sms
Yup... I havent been there before... You want to go for the yoga? I can call up to book,ham,sms
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,spam,sms
you have been specially selected to receive a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,spam,sms
-pls stop bootydelious (32/f) is inviting you to constitute her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468,spam,sms
"congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl.",spam,sms
panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or phone 2optout,spam,sms
Water logging in desert. Geoenvironmental implications.,ham,sms
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,sms
You have 1 new voicemail. Please call 08719181513.,spam,sms
"xxxmobilemovieclub: to use your credit, click the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",spam,sms
dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will jam within 24 hr. thank you paytm team.,spam,sms
"Haha better late than ever, any way I could swing by?",ham,sms
"as a valued customer, i live pleased to suggest you that succeed recent draw of your mobile no. you exist awarded with a rs.10,00,000 bonus prize, call 7044518857",spam,sms
"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind date place hide",spam,sms
"u can win £100 of music gift vouchers every week jump now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription",spam,sms
"urgent! your mobile number ingest exist award with a inr.2,00,000 prize guaranteed. call 8927307655 from land line. claim 3030. valid 12hrs only",spam,sms
"as a valued customer, i am delight to notify you that following recent review of your mobile no. you are awarded with a rs.5,00,000 bonus prize, call 8536074310",spam,sms
you have advance a nokia 7250i. this embody what you get when you win our free auction. to bring part institutionalize nokia to 86021 now.,spam,sms
I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham,sms
you represent awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99,spam,sms
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham,sms
you exist a winner u ingest been specially take 2 receive £2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910,spam,sms
"noida commercial wave sec-18 silver @ 11500/- psf gold @ 12500/- psf, logix sec-124 @ 8200/- psf for best deal call 9711131802 /3",spam,sms
"urgent, important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise await for you",spam,sms
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam,sms
hey i exist really need to chat text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,sms
talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,spam,sms
hmv bonus special 500 pounds of genuine hmv vouchers to embody won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,spam,sms
Yep. I do like the pink furniture tho.,ham,sms
"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam,sms
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,sms
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham,sms
"dear v0daf0ne customer,you embody a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you! to arrogate bid 7908807538 now!",spam,sms
"Aight, we'll head out in a few",ham,sms
I'll text you when I drop x off,ham,sms
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing.,ham,sms
"Sorry, I'll call later afternoon",ham,sms
Like a personal sized or what,ham,sms
"your free ringtone embody waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney.",spam,sms
You've always been the brainy one.,ham,sms
"auction round 4. the highest bid embody now £54. next maximum bid be £71. to bid, send bids e. g. 10 (to bid £10) to 83383. good luck.",spam,sms
what dress u need for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to ascertain out more!,spam,sms
"plot for sale in haridwar at the bank of ganga (ready possession & registry) rs-5000/-p.m installment call y.n.buildtech 9311085505, or sms ynd 53030",spam,sms
picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy,ham,sms
"ramprastha has establish the edge towers in gurgaon, @2800/-*home loan @ 0*% just yield 15% now & emi starts on possession 2/3/4 bhk luxurious flats cal- 9650988282",spam,sms
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham,sms
"thanks for your ringtone order, reference number x49.your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182",spam,sms
the current leading bid is 151. to pause this auction place out. customer care: 08718726270,spam,sms
Its just the effect of irritation. Just ignore it,ham,sms
And miss vday the parachute and double coins??? U must not know me very well...,ham,sms
As per your request 'Maangalyam (Thirupathe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,sms
"urgent! your mobile number *************** won a £2000 bonus caller prize on 10/06/03! this is the 2nd attempt to achieve you! call 09066368753 asap! box 97n7qp, 150ppm",spam,sms
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,spam,sms
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,ham,sms
how come it ingest so little time for a child who embody afraid of the dark to go a teenager who want to stay out all night?,spam,sms
private! your 2003 account statement for 078,spam,sms
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077  www.getzed.co.uk,spam,sms
"congrats! 1 year special cinema pass for 2 exist yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free!",spam,sms
u r entitle to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030,spam,sms
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702894,spam,sms
Oh yah... We never cancel leh... Haha,ham,sms
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,ham,sms
for sale - arsenal dartboard. good condition but no doubles or trebles!,spam,sms
"Sorry, I'll call later�buzy",ham,sms
Every day i use to sleep after  &lt;#&gt;  so only.,ham,sms
"dear customer, due to bvn system upgrade, your atm card ingest embody de-activated by cbn. to re-activate call customer care 08167340838 for help.",spam,sms
cds 4u: congratulations ur awarded £500 of cd gift vouchers or £125 gift secure & freeentry 2 £100 wkly draw xt music to 87066 tncs www.ldew.com1win150ppmx3age16,spam,sms
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham,sms
"urgent! you have won a 1 week free membership in our £100,000 treasure jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18",spam,sms
S.s:)i thinl role is like sachin.just standing. Others have to hit.,ham,sms
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,ham,sms
wamma get laid?want real doggin locations place direct to your mobile? unite the uks largest tail network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam,sms
phony £350 award - todays voda numbers finish xxxx embody choose to incur a £350 award. if you ingest a match please call 08712300220 quoting claim code 3100 standard rates app,spam,sms
"this embody the 2nd time we possess tried 2 contact u. u have win the 750 pound prize. 2 claim exist easy, call 08712101358 now! only 10p per min.",spam,sms
englishvocabulary ululate: to mourn loudly and shrilly ad: unlimited free calls to any mobile try out today http://bit.ly/unlmtdfreecall share wid frnd,spam,sms
"Playin space poker, u?",ham,sms
I havent add ü yet right..,ham,sms
That means get the door,ham,sms
How are you with moneY...as in to you...money aint a thing....how are you sha!,ham,sms
Hey happy birthday...,ham,sms
phony £350 award - todays voda numbers ending xxxx embody choose to receive a £350 award. if you ingest a match please call 08712300220 quoting claim code 3100 standard rates app,spam,sms
hey i am really want to jaw text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,sms
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04,spam,sms
not see from u4 a while. call 4 rude chat private line 01223585334 to cum.,spam,sms
I'm expressing  my gratitude brother. I promise i wont take your help for granted. You have been helping at all times.,ham,sms
"u r sign 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020",spam,sms
18 days to euro2004 kickoff! u will embody restrain informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.,spam,sms
Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham,sms
"Verify your Twitch email address Hey fanat_papicha_nomer_1, please verify your e-mail address!
Someone (hopefully you) has used this email at Twitch. Please click the button below to verify your ownership of this email for the account, fanat_papicha_nomer_1. You will not be able to receive email notifications until you do so.

Verify your email
Or click on this link: https://www.twitch.tv/user/verify_email?email_verification_code=3f4b3e6c4&login=fanat_papicha_nomer_1
© 2017 Twitch. All Rights Reserved.",ham,email
"as a valued customer, i exist delight to advise you that trace recent review of your mobile no. you are award with a rs.7,00,000 bonus prize, call 7679046492",spam,sms
ur cash-balance embody currently 500 pounds - to maximise ur cash-in now place collect to 83600 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,spam,sms
valentines day special! win over £1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. custcare:08718720201,spam,sms
we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,spam,sms
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam,sms
"nationwide experience noticed your debit card constitute recently use on 29-11-2016 15:04:43, at apple online store for 1267.00 gbp if not you please urgently call fraud prevention on 03303800231 or int +443303800231. do not reply by sms http://www.nationwide.co.uk",spam,sms
you possess exist specially choose to meet a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,spam,sms
a link to your picture ingest been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam,sms
Let me know when you've got the money so carlos can make the call,ham,sms
i don't know u and u don't fuck me. send chat to 86688 now and let's ascertain each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn.,spam,sms
"do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you embody a maniac?",spam,sms
Oh k. . I will come tomorrow,ham,sms
Then get some cash together and I'll text jason,ham,sms
"thanks for your ringtone order, reference number x49. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar",spam,sms
In fact when do you leave? I think addie goes back to school tues or wed,ham,sms
I dled 3d its very imp,ham,sms
u r a winner u ave been specially choose 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam,sms
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,spam,sms
**free message**thanks for utilize the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,spam,sms
"Mobile Internet ka full fayda. Ab karo download MP3, images, videos, games sirf Re1 mein. Click Now! http://10.11.233.29/vodafone/66826/index.php3 Surfing@10p/10kb",spam,sms
"urgent message for cibc account holder, kindly login to substantiate your login information login to our secure server to discipline your information http://cibc.mobileupdate.granpianostudio.com/cibcfullz/internet support",spam,sms
free msg:we bill your mobile number by mistake from shortcode 83332.please call 08081263000 to ingest charges refunded.this call will embody free from a bt landline,spam,sms
hi. customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & convey yours now! 4t&ctxt tc 150p/mtmsg,spam,sms
you have won! as a valued vodafone customer our computer has picked you to succeed a £150 prize. to amass is easy. just call 09061743386,spam,sms
Well. Balls. Time to make calls,ham,sms
free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 www.getzed.co.uk,spam,sms
congratulations you've won. you're a winner in our august £1000 prize draw. call 09066660100 now. prize code 2309.,spam,sms
your sam registration has exist received! click here to dispatch the process http:/rghst.us/xri2284 reply stop 2 opt out of future texts,spam,sms
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham,sms
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,ham,sms
Yes:)from last week itself i'm taking live call.,ham,sms
"I will call you later, I don't have network. ",ham,sms
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,sms
marvel mobile play the official ultimate spider-man game (£4.50) on ur mobile right now. text spider to 83338 for the game & we ll send u a free 8ball wallpaper,spam,sms
missed call alert. these numbers call but left no message. 07008009200,spam,sms
My brother in Atlanta. Wish you guys a great semester.,ham,sms
thanks for your subscription to ringtone uk your mobile will exist lodge £5/month please confirm by reply yes or no. if you reply no you will not be lodge,spam,sms
K I'll take care of it,ham,sms
Lara said she can loan me  &lt;#&gt; .,ham,sms
U should have made an appointment,ham,sms
"wan2 win a meet+greet with westlife 4 u or a m8? they embody currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049.",spam,sms
"win: we possess a winner! mr. t. tilo gain an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam,sms
u 447801259231 have a secret admirer who equal looking 2 make contact with u-find out who they r*reveal who cerebrate ur so special-call on 09058094597,spam,sms
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam,sms
Hi! This is Roger from CL. How are you?,ham,sms
pl: battle royale! gilchrist vs warne today at 8pm. click http://ipl.onmix.mobi/?src=504 for ipl on mobile. to stop mix alerts click http://onmix.mobi/alert,spam,sms
"customer service announcement. we recently tried to make a delivery to you but were unable to suffice so, please call 07090298926 to re-schedule. ref:9307622",spam,sms
december only! experience your mobile 11mths+? you are entitle to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,spam,sms
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham,sms
dear (paytm)customer your paytm kyc ingest embody suspended pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,spam,sms
"minimal documentation, quick approval, low rates. home loan @9.25%.loan against properties@11.5%. call on 011-43065228 visit www.mymoneymantra.com.t$c apply.",spam,sms
we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,spam,sms
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham,sms
santa calling! would your little ones like a call from santa xmas eve? call 09058094583 to book your time.,spam,sms
"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, £1.50 to rcv",spam,sms
sms. ac sptv: the new jersey devils and the detroit red wings meet ice hockey. correct or incorrect? end? reply end sptv,spam,sms
urgent please call 09066612661 from landline. £5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ “,spam,sms
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8927307655 to claim",spam,sms
hi. customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & bring yours now! 4t&ctxt tc 150p/mtmsg,spam,sms
Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,ham,sms
"hi steven malone, we experience identified some unusual activity on your account. log in via the secure ink to avoid account suspension http:l/natwestauth.xyz",spam,sms
"urgent! dear fl1pkart customer, we are examine to touch you. last weekends draw shows that you w0n a rs.4,00,000 prize guaranteed. call 8927307655. claim code lucky52. valid 12hrs only.",spam,sms
hello. we need some posh birds and chaps to user trial prods for champneys. can i frame you down? i ask your address and dob asap. ta r,spam,sms
jamster! to bring your free wallpaper text heart to 88888 now! t&c apply. 16 only. ask help? call 08701213186.,spam,sms
no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and enjoin ur friends. 150p/tone. 16 reply hl 4info,spam,sms
"one call can change your life.weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.call-9871993238,9871965149",spam,sms
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham,sms
dear voucher holder 2 claim your 1st class airport lounge passes when utilize your holiday voucher call 08704439680. when reserve quote 1st class x 2,spam,sms
Remember on that day..,ham,sms
"residential plot allotment in new moradabad nearby holiday regency 5* hotal, plots size 90,112,162,200,300,351,400sq.mtr, rate 5000@sq.mtr call on 9540953304",spam,sms
Cramps stopped. Going back to sleep,ham,sms
"xxxmobilemovieclub: to employ your credit, dawn the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",spam,sms
free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry call 08452810073,spam,sms
jamster! to get your free wallpaper text heart to 88888 now! t&c apply. 16 only. need help? call 08701213186.,spam,sms
"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic",spam,sms
"sms. ac jsco: energy is high, but u may not fuck where 2channel it. 2day ur leadership skills r strong. psychic? reply ans w/question. end? reply end jsco",spam,sms
2/2 146tf150p�win tickets..call 08701417012,spam,sms
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham,sms
"sppok up ur mob with a halloween collection of nokia logo&pic message plus a free eerie tone, txt card spook to 8007",spam,sms
"Solve d Case : A Man Was Found Murdered On 13 jan AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. who is the murderer?",ham,sms
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham,sms
88800 and 89034 equal premium phone services call 08718711108,spam,sms
hi. customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & nonplus yours now! 4t&ctxt tc 150p/mtmsg,spam,sms
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,spam,sms
Gud ni8.swt drms.take care,ham,sms
pl: battle royale! gilchrist vs warne today at 8pm. click http://ipl.onmix.mobi/?src=504 for ipl on mobile. to arrest mix alerts click http://onmix.mobi/alert,spam,sms
Hmmm.still we dont have opener?,ham,sms
URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,spam,sms
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam,sms
No..few hours before.went to hair cut .,ham,sms
Argh why there is nobody in town ;_;,ham,sms
winner! as a measure network customer you hvae exist selected to incur a £900 reward! to collect call 09061701444. valid 24 hours only. acl03530150pm,spam,sms
"Hey , is * rite u put »10 evey mnth is that all?",ham,sms
+449071512431 urgent! this is the 2nd attempt to contact u!u ingest advance £1250 bid 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50,spam,sms
Why you keeping me away like this,ham,sms
Did u got that persons story..all well?,ham,sms
you ingest won! as a treasure vodafone customer our computer ingest beak you to win a £150 prize. to collect embody easy. just call 09061743386,spam,sms
"Plot for Sale in Haridwar At The Bank of Ganga (Ready Possession & Registry) Rs-5000/-P.m Installment Call Y.N.BUILDTECH 9311085505,  OR SMS YND 53030",spam,sms
Was it something u ate?,ham,sms
Jus came back fr lunch wif my sis only. U leh?,ham,sms
"nationwide ingest noticed your debit card constitute recently habituate on 25-10-2015 13.04.43, at apple online store for 1976.00 gbp. if not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. do not reply by sms http://www.nationwide.co.uk/",spam,sms
Nothing just getting msgs by dis name wit different no's..,ham,sms
"sppok up ur mob with a halloween collection of nokia logo&pic message plus a free eerie tone, txt card spook to 8007",spam,sms
"to cancel this order you should chat http/aetacms.com/.cas/auo.html/redirect-aopis.it�to review your details. if you need additional help, contact apple support.",spam,sms
warner village 83118 c colin farrell in swat this wkend @warner village & get 1 free med. popcorn!just show msg+ticket@kiosk.valid 4-7/12. c t&c @kiosk. reply sony 4 mre film offers,spam,sms
"free game. bring rayman golf 4 free from the o2 games arcade. 1st get ur games settings. reply post, then save & activ8. press 0 key for arcade. termsapply",spam,sms
Are you free now?can i call now?,ham,sms
private! your 2003 account statement for 078,spam,sms
call freephone 0800 542 0578 now!,spam,sms
"urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or £10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+",spam,sms
do you need a new nokia 3510i colour phone deliveredtomorrow? wit 100 free texts + free camcorder reply or call 08000930705,spam,sms
"urgent! your mobile no was awarded a £2,000 bonus caller prize on 1/08/03! this embody our 2nd attempt to contact you! call 0871-4719-523 box95qu bt national rate",spam,sms
"Pity, * was in mood for that. So...any other suggestions?",ham,sms
Carlos'll be here in a minute if you still need to buy,ham,sms
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham,sms
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham,sms
Sorry me going home first... Daddy come fetch ü later...,ham,sms
Yeah my usual guy's out of town but there're definitely people around I know,ham,sms
I love to cuddle! I want to hold you in my strong arms right now...,ham,sms
"swayamvara by david hair,�swayamvara� (the return of ravana book 2) by david hair is a story of reincarnation, two swayamvaras, 800 years apart, that meet four lives knot forever & one rigid force, ravana reborn.",spam,sms
you will be receiving this week's triple echo ringtone shortly. enjoy it!,spam,sms
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 expires 07/11/04,spam,sms
"Ah, well that confuses things, doesn‘t it?",ham,sms
advance a year supply of cds 4 a store of ur choice worth £500 & infix our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3,spam,sms
txt: call to no: 86888 & exact your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop www.gamb.tv,spam,sms
"you ve won! your 4* costa del sol holiday or £6000 await collection. call 09050090055 now toclaim. sae, tc s, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam,sms
"	Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,sms
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,sms
Yes princess! I want to make you happy...,ham,sms
